date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:57:16	119039/119039	---M-Z	200	added ('OK')	text/css	etag:%221d0ff-5facb8d363b80-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/fonts/custom_icon.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/fonts/custom_iconcbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:17	2757/2757	---M-Z	200	added ('OK')	text/css	etag:%22ac5-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/preloader.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/preloadercbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:17	473052/473052	---M-Z	200	added ('OK')	text/css	etag:%22737dc-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/modules.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/modules.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:18	6772/6772	---M-Z	200	added ('OK')	text/css	etag:%221a74-5f9d83f408b40-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/style_dynamic.css?ver=1682082053	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/style_dynamicbeb3.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:18	41575/41575	---M-Z	200	added ('OK')	text/css	etag:%22a267-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/blog.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/blog.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:19	237147/237147	---M-Z	200	added ('OK')	text/css	etag:%2239e5b-6173aad2ee1b4-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/style.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/stylecbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:19	10037/10037	---M-Z	200	added ('OK')	text/css	etag:%222735-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/custom-styles.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/custom-stylescbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:20	2782/2782	---M-Z	200	added ('OK')	text/css	etag:%22ade-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/content-slider.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/content-slidercbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:20	598/598	---M-Z	200	added ('OK')	text/css	etag:%22256-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/careers-post-type.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/careers-post-typecbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:21	37826/37826	---M-Z	200	added ('OK')	text/css	etag:%2293c2-5facb8d363b80-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/blog-styles.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/blog-stylescbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:21	10664/10664	---M-Z	200	added ('OK')	text/css	etag:%2229a8-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/ppm-page.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/ppm-pagecbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:22	34686/34686	---M-Z	200	added ('OK')	text/css	etag:%22877e-5fd8ab86cb740-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/pages-2022.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/pages-2022cbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:22	1541/1541	---M-Z	200	added ('OK')	text/css	etag:%22605-5f9d83f408b40-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/frame-phone-12.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/frame-phone-12cbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:23	7210/7210	---M-Z	200	added ('OK')	text/css	etag:%221c2a-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/case-study.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/case-studycbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:23	1325/1325	---M-Z	200	added ('OK')	text/css	etag:%2252d-5facb8d363b80-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/case-studies-slider.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/case-studies-slidercbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:24	9093/9093	---M-Z	200	added ('OK')	text/css	etag:%222385-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/contact-forms.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/contact-formscbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:24	7357/7357	---M-Z	200	added ('OK')	text/css	etag:%221cbd-5facb8d363b80-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/pages-2023.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/pages-2023cbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:25	4043/4043	---M-Z	200	added ('OK')	text/css	etag:%22fcb-6173aad2ed214-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/top-menu.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/top-menucbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:25	1262/1262	---M-Z	200	added ('OK')	text/css	etag:%224ee-5f93527bf88c0-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/two-colors-section.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/two-colors-sectioncbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:26	2891/2891	---M-Z	200	added ('OK')	text/css	etag:%22b4b-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/open-to-receiving.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/open-to-receivingcbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:26	3568/3568	---M-Z	200	added ('OK')	text/css	etag:%22df0-5f9d83f408b40-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/key-activities-deliverables.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/key-activities-deliverablescbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:27	7270/7270	---M-Z	200	added ('OK')	text/css	etag:%221c66-5fd8ab86cb740-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/service-packages.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/service-packagescbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:28	3200/3200	---M-Z	200	added ('OK')	text/css	etag:%22c80-5f93527bf88c0-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/dark-icons-line.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/dark-icons-linecbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:28	2793/2793	---M-Z	200	added ('OK')	text/css	etag:%22ae9-5f90f25c44a40-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/dark-price-block.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/dark-price-blockcbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:29	2129/2129	---M-Z	200	added ('OK')	text/css	etag:%22851-5f80d3fc9b400-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/section-icon-slider-list.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/section-icon-slider-listcbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:29	306/306	---M-Z	200	added ('OK')	text/css	etag:%22132-5f90f25c44a40-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/removed-animation.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/removed-animationcbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:30	1198/1198	---M-Z	200	added ('OK')	text/css	etag:%224ae-5f9d83f408b40-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/pagination.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/paginationcbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:30	3594/3594	---M-Z	200	added ('OK')	text/css	etag:%22e0a-6173aad2ed214-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/smart-slider-arrows.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/smart-slider-arrowscbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:31	3468/3468	---M-Z	200	added ('OK')	text/css	etag:%22d8c-5fd8ab86cb740-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/four-col-timeline-list.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/four-col-timeline-listcbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:31	3396/3396	---M-Z	200	added ('OK')	text/css	etag:%22d44-5fd8ab86cb740-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/full-wight-two-columns.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/full-wight-two-columnscbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:32	2567/2567	---M-Z	200	added ('OK')	text/css	etag:%22a07-60e9b75f56480-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/footer.css?ver=5.3	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/footerde54.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:32	1974/1974	---M-Z	200	added ('OK')	text/css	etag:%227b6-6173aad2ed214-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/get-free-quote.css?ver=1.1	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/get-free-quote4963.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:33	2132/2132	---M-Z	200	added ('OK')	text/css	etag:%22854-618a632b81e3b-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/case-study-static-section.css?ver=1.1	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/case-study-static-section4963.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:33	377/377	---M-Z	200	added ('OK')	text/css	etag:%22179-6173aad2ed214-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/healthcare-specialization.css?ver=1.0	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/healthcare-specialization5152.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:34	45131/45131	---M-Z	200	added ('OK')	text/css	etag:%22b04b-61b64a30f90cc-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/video-js.css?ver=1.1	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/video-js4963.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:34	14711/14711	---M-Z	200	added ('OK')	text/css	etag:%223977-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks-child/assets/css/ScrollMagicMin.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks-child/assets/css/ScrollMagicMincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:35	18257/18257	---M-Z	200	added ('OK')	text/css	etag:%224751-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/plugins.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/plugins.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:36	28759/28759	---M-Z	200	added ('OK')	text/css	etag:%227057-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/font-awesome/css/font-awesome.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/font-awesome/css/font-awesome.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:36	21780/21780	---M-Z	200	added ('OK')	text/css	etag:%225514-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/elegant-icons/style.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/elegant-icons/style.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:37	51284/51284	---M-Z	200	added ('OK')	text/css	etag:%22c854-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/ion-icons/css/ionicons.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/ion-icons/css/ionicons.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:37	78080/78080	---M-Z	200	added ('OK')	text/css	etag:%2213100-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/linea-icons/style.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/linea-icons/stylecbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:38	12354/12354	---M-Z	200	added ('OK')	text/css	etag:%223042-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/simple-line-icons/simple-line-icons.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/simple-line-icons/simple-line-iconscbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:38	5940/5940	---M-Z	200	added ('OK')	text/css	etag:%221734-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/dripicons/dripicons.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/dripicons/dripiconscbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:39	8340/8340	---M-Z	200	added ('OK')	text/css	etag:%222094-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/linear-icons/style.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/linear-icons/stylecbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:39	11232/11232	---M-Z	200	added ('OK')	text/css	etag:%222be0-5f751af3d6000-gzip%22	https://sevencollab.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.6-78496d1	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min45a0.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:40	4068/4068	---M-Z	200	added ('OK')	text/css	etag:%22fe4-5f751af3d6000-gzip%22	https://sevencollab.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-includes/js/mediaelement/wp-mediaelement.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:40	48964/48964	---M-Z	200	added ('OK')	text/css	etag:%22bf44-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/modules-responsive.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/modules-responsive.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:41	6333/6333	---M-Z	200	added ('OK')	text/css	etag:%2218bd-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/blog-responsive.min.css?ver=4.9.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/blog-responsive.mincbf4.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:41	291/291	---M-Z	200	added ('OK')	text/css	etag:%22123-5f751ae67c080-gzip%22	https://sevencollab.com/wp-content/themes/sparks/assets/css/style_dynamic_responsive.css?ver=1679305074	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/themes/sparks/assets/css/style_dynamic_responsive6188.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:42	462190/462190	---M-Z	200	added ('OK')	text/css	etag:%2270d6e-5f751ae587e40-gzip%22	https://sevencollab.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.5	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/plugins/js_composer/assets/css/js_composer.min5243.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:43	5871/5871	---M-Z	200	added ('OK')	text/css	etag:%2216ef-5f751ae587e40-gzip%22	https://sevencollab.com/wp-content/plugins/tablepress/css/default.min.css?ver=1.9	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/plugins/tablepress/css/default.min3aa8.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:43	30021/30021	---M-Z	200	added ('OK')	text/css	etag:%227545-5f751ae587e40-gzip%22	https://sevencollab.com/wp-content/plugins/contact-form-7/includes/js/jquery-ui/themes/smoothness/jquery-ui.min.css?ver=1.11.4	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/plugins/contact-form-7/includes/js/jquery-ui/themes/smoothness/jquery-ui.mine899.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
07:57:44	18871/18871	---M-Z	200	added ('OK')	text/css	etag:%2249b7-5f751ae587e40-gzip%22	https://sevencollab.com/wp-content/plugins/complianz-gdpr/assets/css/cookieconsent.min.css?ver=4.6.10	C:/My%20Web%20Sites/seven2/sevencollab.com/wp-content/plugins/complianz-gdpr/assets/css/cookieconsent.minc9a9.css	(from https://sevencollab.com/video-conferencing-apps-with-integrated-payments/)
